"Bus,""No"",""Time"",""State"",""ID (hex)"",""DLC"",""Data (hex)"",""ASCII"""
"USB-to-CAN V2 compact  CAN-1,""1 479"",""15:35:59.312"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 480"",""15:35:59.314"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 481"",""15:35:59.314"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 482"",""15:35:59.315"",""  E   "",""18FEE900"",""8"",""00 00 00 00 11 01 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 483"",""15:35:59.316"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 484"",""15:35:59.328"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 485"",""15:35:59.332"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 486"",""15:35:59.336"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 487"",""15:35:59.340"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 488"",""15:35:59.341"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 489"",""15:35:59.342"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 490"",""15:35:59.345"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 491"",""15:35:59.348"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 492"",""15:35:59.350"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 493"",""15:35:59.352"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 494"",""15:35:59.355"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 495"",""15:35:59.356"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 496"",""15:35:59.360"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 497"",""15:35:59.368"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 498"",""15:35:59.369"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 499"",""15:35:59.370"",""  E   "",""18FEEE00"",""8"",""79 49 FF FF FF FF FF FF"",""yI......"""
"USB-to-CAN V2 compact  CAN-1,""1 500"",""15:35:59.372"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 501"",""15:35:59.376"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 502"",""15:35:59.388"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 503"",""15:35:59.390"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 504"",""15:35:59.392"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 505"",""15:35:59.395"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 506"",""15:35:59.395"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 507"",""15:35:59.396"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 508"",""15:35:59.396"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 509"",""15:35:59.400"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 510"",""15:35:59.405"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 511"",""15:35:59.408"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 512"",""15:35:59.410"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 513"",""15:35:59.412"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 514"",""15:35:59.416"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 515"",""15:35:59.421"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 516"",""15:35:59.422"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 517"",""15:35:59.428"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 518"",""15:35:59.432"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 519"",""15:35:59.436"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 520"",""15:35:59.440"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 521"",""15:35:59.445"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 522"",""15:35:59.448"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 523"",""15:35:59.449"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 524"",""15:35:59.450"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 525"",""15:35:59.450"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 526"",""15:35:59.452"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 527"",""15:35:59.455"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 528"",""15:35:59.456"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 529"",""15:35:59.460"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 530"",""15:35:59.468"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 531"",""15:35:59.472"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 532"",""15:35:59.475"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 533"",""15:35:59.476"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 534"",""15:35:59.477"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 535"",""15:35:59.488"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 536"",""15:35:59.490"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 537"",""15:35:59.492"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 538"",""15:35:59.495"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 539"",""15:35:59.496"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 540"",""15:35:59.500"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 541"",""15:35:59.502"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 542"",""15:35:59.503"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 543"",""15:35:59.505"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 544"",""15:35:59.508"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 545"",""15:35:59.510"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 546"",""15:35:59.512"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 547"",""15:35:59.516"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 548"",""15:35:59.528"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 549"",""15:35:59.529"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 550"",""15:35:59.530"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 551"",""15:35:59.532"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 552"",""15:35:59.536"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 553"",""15:35:59.540"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 554"",""15:35:59.545"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 555"",""15:35:59.548"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 556"",""15:35:59.550"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 557"",""15:35:59.552"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 558"",""15:35:59.555"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 559"",""15:35:59.556"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 560"",""15:35:59.557"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 561"",""15:35:59.558"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 562"",""15:35:59.560"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 563"",""15:35:59.568"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 564"",""15:35:59.572"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 565"",""15:35:59.576"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 566"",""15:35:59.584"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 567"",""15:35:59.584"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 568"",""15:35:59.588"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 569"",""15:35:59.590"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 570"",""15:35:59.592"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 571"",""15:35:59.595"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 572"",""15:35:59.596"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 573"",""15:35:59.600"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 574"",""15:35:59.605"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 575"",""15:35:59.608"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 576"",""15:35:59.610"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 577"",""15:35:59.612"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 578"",""15:35:59.612"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 579"",""15:35:59.613"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 580"",""15:35:59.616"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 581"",""15:35:59.620"",""  E   "",""18FEEF00"",""8"",""02 FF FF 00 FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 582"",""15:35:59.628"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 583"",""15:35:59.632"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 584"",""15:35:59.636"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 585"",""15:35:59.639"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 586"",""15:35:59.640"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 587"",""15:35:59.640"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 588"",""15:35:59.645"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 589"",""15:35:59.648"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 590"",""15:35:59.650"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 591"",""15:35:59.652"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 592"",""15:35:59.655"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 593"",""15:35:59.656"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 594"",""15:35:59.660"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 595"",""15:35:59.667"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 596"",""15:35:59.667"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 597"",""15:35:59.668"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 598"",""15:35:59.672"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 599"",""15:35:59.676"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 600"",""15:35:59.688"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 601"",""15:35:59.690"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 602"",""15:35:59.692"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 603"",""15:35:59.693"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 604"",""15:35:59.694"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 605"",""15:35:59.695"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 606"",""15:35:59.696"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 607"",""15:35:59.700"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 608"",""15:35:59.705"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 609"",""15:35:59.708"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 610"",""15:35:59.710"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 611"",""15:35:59.712"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 612"",""15:35:59.716"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 613"",""15:35:59.721"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 614"",""15:35:59.722"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 615"",""15:35:59.728"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 616"",""15:35:59.732"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 617"",""15:35:59.736"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 618"",""15:35:59.740"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 619"",""15:35:59.745"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 620"",""15:35:59.748"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 621"",""15:35:59.749"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 622"",""15:35:59.750"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 623"",""15:35:59.752"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 624"",""15:35:59.755"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 625"",""15:35:59.756"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 626"",""15:35:59.760"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 627"",""15:35:59.768"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 628"",""15:35:59.772"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 629"",""15:35:59.776"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 630"",""15:35:59.776"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 631"",""15:35:59.777"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 632"",""15:35:59.788"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 633"",""15:35:59.790"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 634"",""15:35:59.792"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 635"",""15:35:59.795"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 636"",""15:35:59.796"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 637"",""15:35:59.800"",""  E   "",""18FFF103"",""8"",""00 00 00 00 00 00 00 FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 638"",""15:35:59.802"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 639"",""15:35:59.803"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 640"",""15:35:59.805"",""  E   "",""18FEF803"",""8"",""FF FF FF FF C0 27 FF FF"","".....'.."""
"USB-to-CAN V2 compact  CAN-1,""1 641"",""15:35:59.808"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 642"",""15:35:59.810"",""  E   "",""18F00400"",""8"",""00 7D 7D 00 00 07 00 7D"","".}}....}"""
"USB-to-CAN V2 compact  CAN-1,""1 643"",""15:35:59.812"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 644"",""15:35:59.816"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 645"",""15:35:59.828"",""  E   "",""18FF0104"",""8"",""00 10 01 09 00 00 00 00"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 646"",""15:35:59.829"",""  E   "","" CFDD680"",""8"",""01 00 01 00 F0 30 3F FF"","".....0?."""
"USB-to-CAN V2 compact  CAN-1,""1 647"",""15:35:59.830"",""  E   "","" CFDD780"",""8"",""F3 FF FF FF FF FF FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 648"",""15:35:59.832"",""  E   "",""18FEF704"",""8"",""FF FF FF FF 12 02 FF FF"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 649"",""15:35:59.836"",""  E   "",""18FFF504"",""8"",""FF 82 00 FF 00 07 FF 01"",""........"""
"USB-to-CAN V2 compact  CAN-1,""1 650"",""15:35:59.840"",""  E   "",""18FFF403"",""8"",""2A 00 00 00 00 00 00 2A"",""*......*"""
"USB-to-CAN V2 compact  CAN-1,""1 651"",""15:35:59.845"",""  E   "",""18FFF003"",""8"",""00 00 00 00 00 00 00 00"",""........"""
